text input,category
I would feel that I had failed and was not good enough at the job I undertook. I would wonder if I could be good at any job. I would feel embarrassed at being fired.,thought
It would be upsetting because it would make me feel insecure about being able to succeed in a job. It would make me afraid to try.,thought
I felt unliked and unnaccepted,thought
"I prefer to be liked and to be accepted; I think that is human nature. Not being accepted would mean that I did not fit in, or that the person didn't like me.",thought
Wishing I could do as well as she does and have the kind of position she has. I would of course be happy for her success but a little bit jealous.,thought
I feel like she got to a better path and spot in her career than I have. I would feel bad for feeling jealous instead of just happy for her. It would say I am a little bit petty,thought
"Thinking about the negative feelings I would be having would make me feel like a bad person, for having the negative feelings in the first place. I know intellectually I should only feel happy for her.",thought
This situation makes me reflect on my negative qualities and that is uncomfortable.,thought
I felt invisible,thought
"It wouldn't necessarily be upsetting but I would feel confused, wondering if I had been unseen or if the acquaintance just didn't want to talk to me, or didn't like me",thought
I would be confused because I wouldn't know which of these things was correct. The confusion would make me uneasy and saddened. It might be that the person doesn't like me so I would be insecure.,thought
I am not giving up.,thought
I am a very stubborn person. If I want to do something I will get it done somehow.,thought
That I generally never give up my goals.,thought
I have no patience with this situation. I get frustrated easily when my brain won't work.,thought
That I am not as smart as I think I am.,thought
"I have a lot of pride in my ability to write clearly. When I am stuck, I will stop for a while instead of getting even more frustrated.",thought
I am not good enough,thought
I have tried really hard and I still cannot be good enough for someone to love.,thought
He does not appreciate anything I do for him.,thought
That I am not a good parent and did not raise him right.,thought
That I am a failure.,thought
If you don't like me I don't like you.,thought
It is an automatic response to protect myself from hurt.,thought
That I have developed this response over a life time to protect myself.,thought
I need to make sure I get this work done as my boss specifically brought it to my attetion,thought
I would assume they are still setting up their life ,thought
It must be water weight so I'll try weighing myself again in a few days,thought
Did he leave me because he wasn't happy?,thought
Was I not attentive enough to his needs?,thought
Do I not pay enough attention to what peopel are saying?,thought
Maybe everyone gets tired of me,thought
That maybe my friends and family are tired of me as well,thought
I may end up alone,thought
Does he not care what I am saying?,thought
If he doesn't care why does he have me call him everyday on my lunch,thought
Does he do it just to be nice and not hurt my feelings,thought
What else does he do that he doesn't want to do,thought
I dont want him to feel as though he has to do things for me,thought
He will start to resent me,thought
we will fight more,thought
we will break up,thought
Why am I even trying to lose weight?,thought
"It would mean to me that although I had put forth a good effort, I was still not able to lose any weight.  It would make me question whether it was even worth the effort to try and lose weight and if I was able to.  It says about me that I'm quick to give up and not willing to overcome adversity. ",thought
